"id","species_id","name","species","breed","age","gender","weight","status","found","admitted","released","image_url","url"
33892,"0026/23",Anielka,cat,Europejska,"4 lata",samica,"2 kg",wydane adopcja,"Warszawa, ul. Mrówcza","2023-02-02","2023-01-16",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012300153/57b5417d1cfdba63.JPG,https://napaluchu.waw.pl/pet/012300153/
33893,"0005/23",Papunia,cat,Europejska,"3 lata",samica,"4 kg",wydane adopcja,"","2023-02-01","2023-01-02",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012300025/ce4cee86b55af1b6.JPG,https://napaluchu.waw.pl/pet/012300025/
33895,"0947/22",Masalka,cat,Europejska,"2 lata",samica,"1 kg",wydane adopcja,"","2023-01-31","2022-09-15",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202492/fa49149825e1c610.jpeg,https://napaluchu.waw.pl/pet/012202492/
33896,"0948/22",Kofcik,cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"","2023-01-31","2022-09-15",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202493/bca95bcdbc6d72cc.jpeg,https://napaluchu.waw.pl/pet/012202493/
33897,"1319/22",Tilos,cat,Europejska,"9 lat",samiec,"5 kg",wydane adopcja,"Warszawa, ul. Dolna","2023-01-30","2022-11-29",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203296/3fca28a0cf9d5549.jpg,https://napaluchu.waw.pl/pet/012203296/
33898,"1076/22","",cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"Warszawa, ul. Nowaka Jeziorańskiego","2023-01-29","2022-10-09",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202744/a6a4ed845e95ebd0.jpeg,https://napaluchu.waw.pl/pet/012202744/
33899,"1077/22","",cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"Warszawa, ul. Nowaka Jeziorańskiego","2023-01-29","2022-10-09",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/2894_mini.jpg,https://napaluchu.waw.pl/pet/012202745/
33900,"1330/22",Panterka,cat,Europejska,"4 lata",samica,"4 kg",wydane adopcja,"Warszawa, ul. Kossutha","2023-01-29","2022-12-01",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203326/99a0c7b122b18c7c.jpg,https://napaluchu.waw.pl/pet/012203326/
33901,"0019/23",Jasnotka,cat,Europejska,"2 lata",samica,"1 kg",wydane adopcja,# weryfikacja,"2023-01-29","2023-01-10",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/16015_mini.jpg,https://napaluchu.waw.pl/pet/012300093/
33903,"1209/22",Selen,cat,Europejska,"12 lat",samiec,"4 kg",wydane adopcja,"","2023-01-28","2022-11-04",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203035/1dc82cd792b7ab60.jpg,https://napaluchu.waw.pl/pet/012203035/
33904,"1275/22","",cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"","2023-01-27","2022-11-19",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15570_mini.jpg,https://napaluchu.waw.pl/pet/012203201/
33905,"1276/22","",cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"","2023-01-27","2022-11-19",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15571_mini.jpg,https://napaluchu.waw.pl/pet/012203202/
33906,"1273/22","",cat,Europejska,"3 lata",samica,"3 kg",wydane adopcja,# weryfikacja,"2023-01-25","2022-11-18",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203198/38f4e0b69be7a8b3.jpeg,https://napaluchu.waw.pl/pet/012203198/
33907,"1039/22",Błatka,cat,MIX PÓŁDŁU,"3 lata",samica,"3 kg",wydane adopcja,"ul. Sikorskiego, Piaseczno","2023-01-22","2022-10-03",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202678/2ca5cc99bc87960f.jpg,https://napaluchu.waw.pl/pet/012202678/
33908,"1360/22",Artan,cat,Europejska,"8 lat",samiec,"2 kg",wydane adopcja,"Warszawa, ul. Spiralna","2023-01-22","2022-12-09",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203393/132b341a213fd9f1.JPG,https://napaluchu.waw.pl/pet/012203393/
33909,"1394/22",Brystol,cat,Europejska,"6 lat",samiec,"5 kg",wydane adopcja,"ul. Chabrowa, Raszyn","2023-01-22","2022-12-20",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203496/abf8a87dd82d1a5c.JPG,https://napaluchu.waw.pl/pet/012203496/
33910,"1411/22",Joser,cat,Europejska,"2 lata",samiec,"3 kg",wydane adopcja,"ul. Świetlana, Warszawa","2023-01-22","2022-12-28",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203586/09ad176a943a4e11.JPG,https://napaluchu.waw.pl/pet/012203586/
33911,"0010/23",Jovanka,cat,Europejska,"14 lat",samica,"2 kg",wydane adopcja,"ul. Orzycka, Warszawa","2023-01-22","2023-01-06",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012300061/b668d8e1073fb303.JPG,https://napaluchu.waw.pl/pet/012300061/
33912,"0945/22",Iwonka,cat,Europejska,"4 lata",samica,"4 kg",wydane adopcja,"Warszawa, ul. Płatnerska","2023-01-21","2022-09-15",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202490/5d7f3508490c6197.jpg,https://napaluchu.waw.pl/pet/012202490/
33913,"1055/22","",cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,"","2023-01-21","2022-10-06",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/2850_mini.jpg,https://napaluchu.waw.pl/pet/012202704/
33914,"1192/22",Węgiel,cat,Europejska,"17 lat",samiec,"4 kg",wydane adopcja,# weryfikacja,"2023-01-21","2022-11-02",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202993/1a94ee9a59caf258.JPG,https://napaluchu.waw.pl/pet/012202993/
33915,"1194/22",Irydka,cat,Europejska,"8 lat",samica,"5 kg",wydane adopcja,# weryfikacja,"2023-01-21","2022-11-02",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202995/e780098ae418ad3c.JPG,https://napaluchu.waw.pl/pet/012202995/
33916,"1403/22",Dyptamek,cat,Europejska,"3 lata",samiec,"3 kg",wydane adopcja,Warszawa ul Gibraltarska,"2023-01-21","2022-12-25",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203535/060c897f454e6cf6.JPG,https://napaluchu.waw.pl/pet/012203535/
33917,"1413/22","",cat,Europejska,"2 lata",samiec,"3 kg",wydane adopcja,"Łomianki, siedziba SM","2023-01-21","2022-12-30",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15910_mini.jpg,https://napaluchu.waw.pl/pet/012203598/
33918,"0024/23","",cat,Europejska,"2 lata",samiec,"2 kg",wydane adopcja,"ul. Hoża, Warszawa","2023-01-21","2023-01-15",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/16059_mini.jpg,https://napaluchu.waw.pl/pet/012300143/
33919,"1280/22",Kordelia,cat,Europejska,"11 lat",samica,"3 kg",wydane adopcja,"Zalesie Górne, ul. Koralowych Dębów","2023-01-20","2022-11-20",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203216/f276036df47558ba.JPG,https://napaluchu.waw.pl/pet/012203216/
33921,"0001/23",Paputek,cat,Europejska,"3 lata",samiec,"3 kg",wydane adopcja,"ul. Włókiennicza, Warszawa","2023-01-20","2023-01-01",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012300002/c3a793372859df1c.JPG,https://napaluchu.waw.pl/pet/012300002/
33922,"1191/22",Manganka,cat,Europejska,"16 lat",samica,"3 kg",wydane adopcja,# weryfikacja,"2023-01-19","2022-11-02",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202992/a6248ca22f44d84b.jpg,https://napaluchu.waw.pl/pet/012202992/
33923,"1211/22",Platynka,cat,Europejska,"5 lat",samica,"4 kg",wydane adopcja,"","2023-01-19","2022-11-04",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203037/15c1fb3cd35fe179.JPG,https://napaluchu.waw.pl/pet/012203037/
33924,"1304/22",Fidiasz,cat,Europejska,"7 lat",samiec,"4 kg",wydane adopcja,"","2023-01-19","2022-11-25",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203267/2094c8f3fc157110.JPG,https://napaluchu.waw.pl/pet/012203267/
33925,"1396/22",Buczek,cat,Europejska,"9 lat",samiec,"4 kg",wydane adopcja,"ul. Gościniec, Warszawa","2023-01-19","2022-12-22",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203508/ab619354fe9826b3.jpg,https://napaluchu.waw.pl/pet/012203508/
33926,"1144/22",Markiz,cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,Warszawa ulica Sprawna,"2023-01-18","2022-10-22",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202879/7cd5c6a157a099be.JPG,https://napaluchu.waw.pl/pet/012202879/
33927,"1390/22",Mundzio,cat,Europejska,"6 lat",samiec,"4 kg",wydane adopcja,"Warszawa, ul. Mickiewicza","2023-01-18","2022-12-17",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203466/895db916ddae03ac.jpg,https://napaluchu.waw.pl/pet/012203466/
33928,"0819/22",Britta,cat,Europejska,"2 lata",samica,"1 kg",wydane adopcja,# weryfikacja,"2023-01-17","2022-08-19",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202216/e6c37610aeacfa2d.jpg,https://napaluchu.waw.pl/pet/012202216/
33929,"0820/22",Bosse,cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,# weryfikacja,"2023-01-17","2022-08-19",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202217/0259c76c08c32cf2.jpg,https://napaluchu.waw.pl/pet/012202217/
33930,"0636/22",Lianka,cat,Europejska,"4 lata",samica,"3 kg",wydane adopcja,ul. Bobrowiecka,"2023-01-16","2022-07-18",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012201833/b4271fe5a3955af5.jpeg,https://napaluchu.waw.pl/pet/012201833/
33931,"1080/22","",cat,Europejska,"2 lata",samica,"1 kg",wydane adopcja,"Warszawa, ul. Popularna","2023-01-16","2022-10-09",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202752/422324e002d31faf.jpeg,https://napaluchu.waw.pl/pet/012202752/
33932,"1082/22","",cat,Europejska,"2 lata",samica,"1 kg",wydane adopcja,"Warszawa, ul. Popularna","2023-01-16","2022-10-09",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202754/1cd51c841dfb2a7f.jpeg,https://napaluchu.waw.pl/pet/012202754/
33933,"1155/22","",cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,"Warszawa, ul. Mehoffera","2023-01-16","2022-10-23",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202898/fc0c169b8612f08c.jpg,https://napaluchu.waw.pl/pet/012202898/
33934,"1156/22","",cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,"Warszawa, ul. Mehoffera","2023-01-16","2022-10-23",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202899/9de261ae472355b5.jpg,https://napaluchu.waw.pl/pet/012202899/
33935,"0002/23","",cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"Warszawa, ul. Łukowska","2023-01-16","2023-01-01",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15947_mini.jpg,https://napaluchu.waw.pl/pet/012300013/
33936,"0003/23","",cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"Warszawa, ul. Łukowska","2023-01-16","2023-01-01",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15948_mini.jpg,https://napaluchu.waw.pl/pet/012300014/
33937,"0932/22",Jaruna,cat,Europejska,"2 lata",samica,"3 kg",wydane adopcja,"Piaseczno, Parking Decathlon","2023-01-15","2022-09-11",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202441/cce30c898a77658e.JPG,https://napaluchu.waw.pl/pet/012202441/
33938,"1137/22","",cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"Warszawa, ul. Księżycowa, znaleziony, ul. Sołtyka, odbiór","2023-01-15","2022-10-21",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/2990_mini.jpg,https://napaluchu.waw.pl/pet/012202868/
33939,"1139/22","",cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"Warszawa, ul. Księżycowa, znaleziony, ul. Sołtyka, odbiór","2023-01-15","2022-10-21",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/2992_mini.jpg,https://napaluchu.waw.pl/pet/012202870/
33940,"1193/22",Beryl,cat,Europejska,"11 lat",samiec,"5 kg",wydane adopcja,# weryfikacja,"2023-01-15","2022-11-02",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202994/5868bde81d6d4617.JPG,https://napaluchu.waw.pl/pet/012202994/
33941,"1197/22",Fosforka,cat,Europejska,"10 lat",samica,"4 kg",wydane adopcja,# weryfikacja,"2023-01-15","2022-11-02",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202998/e43a30262e2630bc.JPG,https://napaluchu.waw.pl/pet/012202998/
33942,"1321/22",Andros,cat,Europejska,"9 lat",samiec,"5 kg",wydane adopcja,"Warszawa, ul. Dolna","2023-01-15","2022-11-29",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203299/ea3559ea455f21ec.JPG,https://napaluchu.waw.pl/pet/012203299/
33944,"0648/22",Fenicja,cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,"","2023-01-14","2022-07-19",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012201849/adeb05fd2ee8a532.JPG,https://napaluchu.waw.pl/pet/012201849/
33945,"0745/22",Efezik,cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"ul. Obrzeżna, Warszawa","2023-01-14","2022-08-07",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202059/0aa6bdfe8db21f86.jpg,https://napaluchu.waw.pl/pet/012202059/
33946,"0747/22",Luba,cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,"ul. Obrzeżna, Warszawa","2023-01-14","2022-08-07",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202061/932733101822ff69.jpg,https://napaluchu.waw.pl/pet/012202061/
33947,"1216/22","",cat,Europejska,"2 lata",samica,"1 kg",wydane adopcja,"Warszawa, ul. Sokratesa, odbiór, ul. Boguslawskiego, znaleziona","2023-01-14","2022-11-05",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/3146_mini.jpg,https://napaluchu.waw.pl/pet/012203044/
33948,"1217/22","",cat,Europejska,"2 lata",samica,"1 kg",wydane adopcja,"Warszawa, ul. Sokratesa, odbiór, ul. Boguslawskiego, znaleziona","2023-01-14","2022-11-05",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/3147_mini.jpg,https://napaluchu.waw.pl/pet/012203045/
33949,"1314/22",Kea,cat,Europejska,"11 lat",samica,"3 kg",wydane adopcja,"Warszawa, ul. Dolna","2023-01-14","2022-11-29",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203291/788e9b0768c6da8a.jpg,https://napaluchu.waw.pl/pet/012203291/
33950,"1322/22",Delos,cat,Europejska,"11 lat",samiec,"7 kg",wydane adopcja,"Warszawa, ul. Dolna","2023-01-14","2022-11-29",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203298/1985288a92664aec.JPG,https://napaluchu.waw.pl/pet/012203298/
33951,"1333/22",Pietrzyk,cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,"Warszawa, ul. Bruzdowa","2023-01-14","2022-12-02",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203333/35d57ba3a12a4636.jpg,https://napaluchu.waw.pl/pet/012203333/
33952,"1354/22",Darynna,cat,Europejska,"11 lat",samica,"3 kg",wydane adopcja,"Dw.Zachodni, Warszawa","2023-01-14","2022-12-08",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203382/3daf78b60f3cca01.JPG,https://napaluchu.waw.pl/pet/012203382/
33953,"1365/22",Marsyliusz,cat,Europejska,"11 lat",samiec,"5 kg",wydane adopcja,"Warszawa, ul. Brzeska","2023-01-14","2022-12-11",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203417/d564c5f225b29d89.jpg,https://napaluchu.waw.pl/pet/012203417/
33954,"1366/22",Dangola,cat,Europejska,"7 lat",samica,"3 kg",wydane adopcja,"Warszawa, ul. Brzeska","2023-01-14","2022-12-11",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203418/ceffe1803d40c01b.JPG,https://napaluchu.waw.pl/pet/012203418/
33955,"1367/22",Chryzant,cat,Europejska,"5 lat",samiec,"4 kg",wydane adopcja,"Warszawa, ul. Szwedzka","2023-01-14","2022-12-11",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203422/85dc9457b99cd011.JPG,https://napaluchu.waw.pl/pet/012203422/
33956,"1402/22",Matcha,cat,Europejska,"5 lat",samica,"3 kg",wydane adopcja,"Warszawa, ul. Śreniawitów, lecznica","2023-01-14","2022-12-23",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203518/52ea785e052d5f13.JPG,https://napaluchu.waw.pl/pet/012203518/
33958,"0765/22",Sosna,cat,Europejska,"9 lat",samica,"3 kg",wydane adopcja,"ul. Długopolska, Warszawa","2023-01-13","2022-08-10",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202113/785a3123ac8cd045.jpg,https://napaluchu.waw.pl/pet/012202113/
33959,"1174/22","",cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,"Warszawa, ul. Popularna (lecznica)","2023-01-13","2022-10-27",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/3051_mini.jpg,https://napaluchu.waw.pl/pet/012202940/
33962,"1255/22",Sikorek,cat,Europejska,"4 lata",samiec,"4 kg",wydane adopcja,"Warszawa, ul. Szegedyńska","2023-01-11","2022-11-13",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203153/6d13ea420fdfd1c1.JPG,https://napaluchu.waw.pl/pet/012203153/
33963,"1306/22",Berlinka,cat,Europejska,"5 lat",samica,"3 kg",wydane adopcja,"ul. Mickiewicza, Warszawa Wesoła","2023-01-11","2022-11-27",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203276/a99b1bce901601b1.JPG,https://napaluchu.waw.pl/pet/012203276/
33964,"1337/22",Ubik,cat,Europejska,"5 lat",samiec,"4 kg",wydane adopcja,"Warszawa, ul. Krańcowa - odbiór, znaleziony Stawy Koziorożca","2023-01-11","2022-12-02",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203340/a886131e7785cedc.jpg,https://napaluchu.waw.pl/pet/012203340/
33969,"1344/22",Fercia,cat,Europejska,"3 lata",samica,"4 kg",wydane adopcja,"Warszawa, ul. Lokalna","2023-01-10","2022-12-05",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203359/da32a74309e0d437.jpg,https://napaluchu.waw.pl/pet/012203359/
33970,"1358/22","",cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,"Warszawa, ul. Grochowska","2023-01-10","2022-12-08",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203389/f3cd08bfc0432cdd.jpg,https://napaluchu.waw.pl/pet/012203389/
33971,"1385/22","",cat,Europejska,"2 lata",samiec,"2 kg",wydane adopcja,Ul.Olbrachta/ Krępowickiego Warszawa,"2023-01-10","2022-12-16",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15789_mini.jpg,https://napaluchu.waw.pl/pet/012203458/
33972,"0964/22","",cat,Europejska,"2 lata",samica,"1 kg",wydane adopcja,"Warszawa, Postępu Bokserska","2023-01-09","2022-09-17",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202513/aae48650a08346b6.jpg,https://napaluchu.waw.pl/pet/012202513/
33973,"1172/22","",cat,Europejska,"2 lata",samiec,"2 kg",wydane adopcja,"Warszawa, ul. Popularna (lecznica)","2023-01-09","2022-10-27",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/3049_mini.jpg,https://napaluchu.waw.pl/pet/012202938/
33974,"1173/22","",cat,Europejska,"2 lata",samiec,"2 kg",wydane adopcja,"Warszawa, ul. Popularna (lecznica)","2023-01-09","2022-10-27",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/3050_mini.jpg,https://napaluchu.waw.pl/pet/012202939/
33976,"1225/22",Zawojka,cat,Europejska,"5 lat",samica,"4 kg",wydane adopcja,"siedziba SM, Łomianki","2023-01-08","2022-11-07",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203068/26960818c2685607.JPG,https://napaluchu.waw.pl/pet/012203068/
33977,"1384/22","",cat,Europejska,"2 lata",samiec,"2 kg",wydane adopcja,Ul.Olbrachta/ Krępowickiego Warszawa,"2023-01-08","2022-12-16",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203457/65dd9197d5bc1231.jpg,https://napaluchu.waw.pl/pet/012203457/
33980,"0550/22",Febronia,cat,Europejska,"6 lat",samica,"5 kg",wydane adopcja,ul. Karwińska,"2023-01-07","2022-06-30",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012201652/88fc6c8ac75ee47b.jpg,https://napaluchu.waw.pl/pet/012201652/
33981,"1134/22","",cat,Europejska,"2 lata",samiec,"2 kg",wydane adopcja,Warszawa ul. Popularna (Castorama),"2023-01-07","2022-10-21",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202863/9e869c2896ee2600.jpg,https://napaluchu.waw.pl/pet/012202863/
33982,"1154/22","",cat,Europejska,"2 lata",samiec,"2 kg",wydane adopcja,Warszawa. ul. Książęca (lecznica),"2023-01-07","2022-10-23",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202895/02577bf41336652c.jpeg,https://napaluchu.waw.pl/pet/012202895/
33984,"1298/22",Kurkumek,cat,Europejska,"13 lat",samiec,"5 kg",wydane adopcja,"ul. Esej, Warszawa","2023-01-07","2022-11-24",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203253/ca43141cf769b251.JPG,https://napaluchu.waw.pl/pet/012203253/
33985,"1299/22","",cat,Europejska,"2 lata",samica,"1 kg",wydane adopcja,# weryfikacja,"2023-01-07","2022-11-24",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15616_mini.jpg,https://napaluchu.waw.pl/pet/012203258/
33986,"1300/22","",cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,# weryfikacja,"2023-01-07","2022-11-24",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15617_mini.jpg,https://napaluchu.waw.pl/pet/012203259/
33987,"1380/22",Janika,cat,Europejska,"4 lata",samica,"3 kg",wydane adopcja,"ul. Korkowa, Warszawa (lecznica)","2023-01-07","2022-12-14",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203443/53276f230887344e.png,https://napaluchu.waw.pl/pet/012203443/
33988,"1381/22",Kirsen,cat,Europejska,"6 lat",samiec,"5 kg",wydane adopcja,ul. Agrestowa Warszawa,"2023-01-07","2022-12-14",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203444/1916940e40e41b82.jpg,https://napaluchu.waw.pl/pet/012203444/
33989,"1386/22","",cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,Ul.Olbrachta/ Krępowickiego Warszawa,"2023-01-07","2022-12-16",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15790_mini.jpg,https://napaluchu.waw.pl/pet/012203459/
33990,"1387/22","",cat,Europejska,"2 lata",samiec,"2 kg",wydane adopcja,Ul.Olbrachta/ Krępowickiego Warszawa,"2023-01-07","2022-12-16",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15791_mini.jpg,https://napaluchu.waw.pl/pet/012203460/
33991,"0652/22",Rillek,cat,Europejska,"2 lata",samiec,"1 kg",wydane adopcja,# weryfikacja,"2023-01-06","2022-07-20",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012201855/abfd06fb07aa50ef.jpg,https://napaluchu.waw.pl/pet/012201855/
33992,"1062/22","",cat,Europejska,"2 lata",samiec,"2 kg",wydane adopcja,"Warszawa, ul. Sokratesa","2023-01-06","2022-10-07",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012202712/af3369be036ad60b.jpeg,https://napaluchu.waw.pl/pet/012202712/
33993,"1188/22","",cat,Europejska,"2 lata",samiec,"4 kg",wydane adopcja,"ul. Puławska, Warszawa","2023-01-06","2022-11-01",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/012202987_mini.jpg,https://napaluchu.waw.pl/pet/012202987/
33995,"1310/22","",cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,ul. Powstańców Śląskich Warszawa,"2023-01-06","2022-11-28",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15642_mini.jpg,https://napaluchu.waw.pl/pet/012203284/
33996,"1311/22",Emi,cat,Europejska,"6 lat",samica,"3 kg",wydane adopcja,"Warszawa, ul. Zielone Zacisze","2023-01-06","2022-11-28",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203285/29538fbd604b6ae2.JPG,https://napaluchu.waw.pl/pet/012203285/
33997,"1349/22",Tymotea,cat,Maine Coon,"8 lat",samica,"5 kg",wydane adopcja,"ul. Konwisarska, Warszawa","2023-01-06","2022-12-06",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203366/631a25900732cefa.JPG,https://napaluchu.waw.pl/pet/012203366/
33998,"1382/22",Rudzia,cat,Europejska,"14 lat",samica,"7 kg",wydane adopcja,# weryfikacja,"2023-01-06","2022-12-15",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203446/d0c1f89f57b433a5.JPG,https://napaluchu.waw.pl/pet/012203446/
33999,"1400/22","",cat,Europejska,"2 lata",samica,"2 kg",wydane adopcja,"ul. Ogrodowa, Warszawa","2023-01-06","2022-12-22",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/012203513_mini.jpg,https://napaluchu.waw.pl/pet/012203513/
34000,"0004/23","",cat,Europejska,"6 lat",samiec,"4 kg",wydane adopcja,"Warszawa, ul. Grenady","2023-01-06","2023-01-02",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15952_mini.jpg,https://napaluchu.waw.pl/pet/012300018/
34001,"1285/22",Burgunda,cat,Europejska,"12 lat",samica,"4 kg",wydane adopcja,Warszawa ul. Bandrowskiego,"2023-01-05","2022-11-21",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012203225/c04b90f1ec9b7c8e.JPG,https://napaluchu.waw.pl/pet/012203225/
34002,"1301/22","",cat,Europejska,"2 lata",samica,"1 kg",wydane adopcja,# weryfikacja,"2023-01-05","2022-11-24",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/15618_mini.jpg,https://napaluchu.waw.pl/pet/012203260/
