id,species_id,name,species,breed,age,gender,weight,status,found,released,admitted,image_url,url
6414,2052/18,,dog,Mieszaniec,6 lat,samica,3 kg,wydane adopcja,Szaserów,2018-10-06,2018-10-05,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7186_mini.jpg,https://napaluchu.waw.pl/pet/011803188/
6415,2053/18,,dog,Mieszaniec,6 lat,samica,2 kg,wydane adopcja,Szaserów,2018-10-06,2018-10-05,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7187_mini.jpg,https://napaluchu.waw.pl/pet/011803189/
6416,1407/18,Miś Fazi,dog,Mieszaniec,8 lat,samiec,9 kg,wydane adopcja,Paderewskiego,2018-10-05,2018-07-08,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180907073357.jpg,https://napaluchu.waw.pl/pet/011801968/
6420,1593/18,Buster,dog,Mieszaniec,7 lat,samiec,12 kg,wydane adopcja,,2018-10-04,2018-08-03,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180821112247.JPG,https://napaluchu.waw.pl/pet/011802327/
6421,1745/18,Diesel,dog,Owczarek niemiecki,11 lat,samiec,34 kg,wydane adopcja,# weryfikacja,2018-10-04,2018-08-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180904155245.jpg,https://napaluchu.waw.pl/pet/011802623/
6422,1797/18,Hana,dog,Owczarek niemiecki,6 lat,samica,12 kg,wydane adopcja,Mineralna,2018-10-04,2018-09-03,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180930114119.jpg,https://napaluchu.waw.pl/pet/011802718/
6425,1592/14,Lilka,dog,Mieszaniec,11 lat,samica,16 kg,wydane adopcja,# weryfikacja,2018-10-04,2014-08-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180626120040.jpg,https://napaluchu.waw.pl/pet/011402310/
6426,1865/16,Eklerek,dog,Mieszaniec,8 lat,samiec,12 kg,wydane adopcja,Młoda,2018-10-04,2016-10-06,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180608134055.jpg,https://napaluchu.waw.pl/pet/011602912/
6427,1805/18,,dog,Mieszaniec,8 lat,samiec,12 kg,wydane adopcja,ul. Puławska,2018-10-03,2018-09-04,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/011802730.jpg,https://napaluchu.waw.pl/pet/011802730/
6428,1810/18,,dog,Mieszaniec,8 lat,samica,10 kg,wydane adopcja,"Gmina Piaseczno Bobrowiec, Przy Lesie",2018-10-03,2018-09-04,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/6935_mini.jpg,https://napaluchu.waw.pl/pet/011802744/
6429,1986/18,,dog,Mieszaniec,6 lat,samica,2 kg,wydane adopcja,"Podłęcze, Gm. Góra Kalwaria",2018-10-03,2018-09-25,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7106_mini.jpg,https://napaluchu.waw.pl/pet/011803070/
6431,2030/18,,dog,Mieszaniec,6 lat,samica,5 kg,wydane adopcja,park Herberta,2018-10-03,2018-10-01,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011803136_mini.jpg,https://napaluchu.waw.pl/pet/011803136/
6433,1635/18,Bonita,dog,Mieszaniec,7 lat,samica,16 kg,wydane adopcja,Modlińska,2018-10-02,2018-08-08,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180925202453.jpg,https://napaluchu.waw.pl/pet/011802392/
6434,1724/18,George,dog,Foksterier,11 lat,samiec,10 kg,wydane adopcja,z ul. Wilczej,2018-10-02,2018-08-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180925160829.jpg,https://napaluchu.waw.pl/pet/011802575/
6435,1912/18,,dog,Mieszaniec,6 lat,samiec,5 kg,wydane adopcja,Junaków,2018-10-02,2018-09-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7050_mini.jpg,https://napaluchu.waw.pl/pet/011802945/
6436,1918/18,Brie,dog,Mieszaniec,6 lat,samiec,2 kg,wydane adopcja,Warszawska,2018-10-02,2018-09-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7061_mini.jpg,https://napaluchu.waw.pl/pet/011802956/
6444,2045/17,Tuliś,dog,Mieszaniec,10 lat,samiec,11 kg,wydane adopcja,ul. Grochowskiego gm. Piaseczno,2018-09-30,2017-10-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180807100036.jpg,https://napaluchu.waw.pl/pet/011703350/
6445,1452/18,Juki,dog,Mieszaniec,7 lat,samica,17 kg,wydane adopcja,Pole Mokotowskie,2018-09-30,2018-07-14,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180903105911.jpg,https://napaluchu.waw.pl/pet/011802053/
6446,1610/18,Psotka,dog,Mieszaniec,13 lat,samica,9 kg,wydane adopcja,,2018-09-30,2018-08-06,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180910105625.JPG,https://napaluchu.waw.pl/pet/011802352/
6448,1969/18,,dog,Mieszaniec,6 lat,samica,2 kg,wydane adopcja,Estrady,2018-09-30,2018-09-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/7126.jpg,https://napaluchu.waw.pl/pet/011803038/
6449,1970/18,,dog,Mieszaniec,6 lat,samica,2 kg,wydane adopcja,Estrady,2018-09-30,2018-09-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7098_mini.jpg,https://napaluchu.waw.pl/pet/011803040/
6451,1983/18,,dog,Mieszaniec,6 lat,samica,2 kg,wydane adopcja,"Podłęcze, Gm. Góra Kalwaria",2018-09-30,2018-09-25,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7103_mini.jpg,https://napaluchu.waw.pl/pet/011803067/
6453,1528/18,Escobar,dog,Mieszaniec,7 lat,samiec,13 kg,wydane adopcja,Trasa Katowicka,2018-09-29,2018-07-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180910113848.jpg,https://napaluchu.waw.pl/pet/011802205/
6454,1560/18,Ami,dog,Mieszaniec,6 lat,samica,5 kg,wydane adopcja,"""Dobry Vet"", Bobrowiec",2018-09-29,2018-07-28,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/6711_mini.jpg,https://napaluchu.waw.pl/pet/011802268/
6458,1984/18,,dog,Mieszaniec,6 lat,samiec,2 kg,wydane adopcja,"Podłęcze, Gm. Góra Kalwaria",2018-09-29,2018-09-25,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7104_mini.jpg,https://napaluchu.waw.pl/pet/011803068/
6464,1539/17,Matylda,dog,Owczarek niemiecki,9 lat,samica,24 kg,wydane adopcja,Aleje Jerozolimskie,2018-09-29,2017-08-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180826101329.jpg,https://napaluchu.waw.pl/pet/011702370/
6465,2413/17,Sara,dog,Mieszaniec,14 lat,samica,21 kg,wydane adopcja,,2018-09-29,2017-12-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180821200506.jpg,https://napaluchu.waw.pl/pet/011703917/
6466,1042/16,Budrys,dog,Mieszaniec,15 lat,samiec,29 kg,wydane adopcja,Wolicka,2018-09-29,2016-05-31,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180910161720.png,https://napaluchu.waw.pl/pet/011601331/
6467,3079/10,Gutek,dog,Mieszaniec,17 lat,samiec,22 kg,wydane adopcja,ul. Tarczyńska,2018-09-28,2010-12-05,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/170606203920.jpg,https://napaluchu.waw.pl/pet/001004140/
6468,1505/18,Szakal,dog,Mieszaniec,8 lat,samiec,24 kg,wydane adopcja,Żelazna,2018-09-28,2018-07-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180816191838.jpg,https://napaluchu.waw.pl/pet/011802166/
6469,1522/18,Gonzo,dog,Mieszaniec,8 lat,samiec,10 kg,wydane adopcja,"Gmina Góra Kalwaria, Dębówka",2018-09-28,2018-07-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180819095952.jpg,https://napaluchu.waw.pl/pet/011802194/
6470,1704/18,,dog,Beagle,10 lat,samica,21 kg,wydane adopcja,teren strzelnicy na WAT,2018-09-28,2018-08-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/6832_mini.jpg,https://napaluchu.waw.pl/pet/011802522/
6472,1985/18,,dog,Mieszaniec,6 lat,samiec,2 kg,wydane adopcja,"Podłęcze, Gm. Góra Kalwaria",2018-09-28,2018-09-25,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7105_mini.jpg,https://napaluchu.waw.pl/pet/011803069/
6475,1656/18,Sara,dog,Jamnik,17 lat,samica,8 kg,wydane adopcja,z ul. Monte Casino,2018-09-27,2018-08-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180914080509.JPG,https://napaluchu.waw.pl/pet/011802438/
6476,1811/18/P,Kokos,dog,Mieszaniec,8 lat,samiec,19 kg,wydane adopcja,# weryfikacja,2018-09-27,2018-09-04,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180907074029.jpg,https://napaluchu.waw.pl/pet/011802745/
6477,1877/18,Suzi,dog,Mieszaniec,6 lat,samica,4 kg,wydane adopcja,Kłosia,2018-09-27,2018-09-14,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7017_mini.jpg,https://napaluchu.waw.pl/pet/011802874/
6480,1708/18,Gouda,dog,Mieszaniec,13 lat,samica,11 kg,wydane adopcja,ul. Trakt Brzeski,2018-09-26,2018-08-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180910160529.jpg,https://napaluchu.waw.pl/pet/011802530/
6483,1919/18,Rysa,dog,Bokser,18 lat,samica,19 kg,wydane adopcja,Szaserów,2018-09-26,2018-09-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/7086.jpg,https://napaluchu.waw.pl/pet/011802952/
6488,1946/18,,dog,Mieszaniec,6 lat,samica,4 kg,wydane adopcja,Podłużna,2018-09-25,2018-09-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7083_mini.jpg,https://napaluchu.waw.pl/pet/011803006/
6492,1905/18,Lola,dog,Mieszaniec,6 lat,samica,8 kg,wydane adopcja,ul. Gąbińska/ Park Olszyna,2018-09-24,2018-09-17,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011802934_mini.jpg,https://napaluchu.waw.pl/pet/011802934/
6493,1425/18,Gipsy,dog,Mieszaniec,8 lat,samica,6 kg,wydane adopcja,"Gmina Góra Kalwaria, Wojciechowice",2018-09-23,2018-07-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180907073109.jpg,https://napaluchu.waw.pl/pet/011802014/
6494,1492/18,Pierrot,dog,Mieszaniec,8 lat,samiec,13 kg,wydane adopcja,"Gmina Góra Kalwaria, ul. Wiślana, Czersk",2018-09-23,2018-07-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180919085357.jpg,https://napaluchu.waw.pl/pet/011802123/
6495,1699/18,Serwek,dog,Sznaucer,7 lat,samiec,10 kg,wydane adopcja,Blatona,2018-09-23,2018-08-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180913113745.jpg,https://napaluchu.waw.pl/pet/011802505/
6498,2023/15,Plastuś,dog,Mieszaniec,12 lat,samiec,10 kg,wydane adopcja,,2018-09-23,2015-10-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180917111713.jpg,https://napaluchu.waw.pl/pet/011503078/
6499,2095/10,Bolo,dog,Mieszaniec,16 lat,samiec,21 kg,wydane adopcja,,2018-09-23,2010-08-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180721082613.jpg,https://napaluchu.waw.pl/pet/011000120/
6500,1311/18,Płatek,dog,Mieszaniec,8 lat,samiec,7 kg,wydane adopcja,Piasta Kołodzieja,2018-09-22,2018-06-25,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180727110752.jpg,https://napaluchu.waw.pl/pet/011801819/
6501,1552/18,Obi,dog,Yorkshire terier,18 lat,samiec,12 kg,wydane adopcja,Wysockiego,2018-09-22,2018-07-27,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180823153912.JPG,https://napaluchu.waw.pl/pet/011802257/
6502,1563/18,Dropsik teraz Foster :-),dog,Mieszaniec,7 lat,samiec,13 kg,wydane adopcja,z ul. Brechta,2018-09-22,2018-07-28,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180827092653.jpg,https://napaluchu.waw.pl/pet/011802271/
6503,1659/18,Dianka,dog,Mieszaniec,6 lat,samica,7 kg,wydane adopcja,# weryfikacja,2018-09-22,2018-08-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011802442_mini.jpg,https://napaluchu.waw.pl/pet/011802442/
6504,1717/18,Ren,dog,Mieszaniec,7 lat,samiec,16 kg,wydane adopcja,z ul. Trakt Lubelski (lecznica),2018-09-22,2018-08-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180910114136.jpg,https://napaluchu.waw.pl/pet/011802558/
6505,1728/18,Czika,dog,Pinczer,19 lat,samica,4 kg,wydane adopcja,"z ul. Zamiejskiej, potrącony ul. Radzymińskiej",2018-09-22,2018-08-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180920102456.jpg,https://napaluchu.waw.pl/pet/011802580/
6506,1910/18,,dog,Mieszaniec,6 lat,samica,5 kg,wydane adopcja,Junaków,2018-09-22,2018-09-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7048_mini.jpg,https://napaluchu.waw.pl/pet/011802943/
6507,1911/18,,dog,Mieszaniec,6 lat,samica,3 kg,wydane adopcja,Junaków,2018-09-22,2018-09-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7049_mini.jpg,https://napaluchu.waw.pl/pet/011802944/
6508,1917/18,Pyza,dog,Mieszaniec,6 lat,samica,2 kg,wydane adopcja,Warszawska,2018-09-22,2018-09-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7060_mini.jpg,https://napaluchu.waw.pl/pet/011802955/
6511,0997/18,Sonia,dog,Mieszaniec,7 lat,samica,9 kg,wydane adopcja,ul. Wilgi,2018-09-21,2018-05-04,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180718105413.jpg,https://napaluchu.waw.pl/pet/011801270/
6513,2399/17,Lungo,dog,Mieszaniec,11 lat,samiec,18 kg,wydane adopcja,ul. Wał Miedzeszyński,2018-09-21,2017-12-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180913171927.jpg,https://napaluchu.waw.pl/pet/011703903/
6514,1423/18,Espresso,dog,Mieszaniec,8 lat,samiec,9 kg,wydane adopcja,ul. Iłżecka,2018-09-20,2018-07-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180903110113.jpg,https://napaluchu.waw.pl/pet/011802012/
6516,1916/18,Ryska,dog,Mieszaniec,6 lat,samica,2 kg,wydane adopcja,Warszawska,2018-09-20,2018-09-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/7059_mini.jpg,https://napaluchu.waw.pl/pet/011802954/
6522,1639/18,E.T.,dog,Mieszaniec,21 lat,samiec,7 kg,wydane adopcja,ul. Połczyńska,2018-09-19,2018-08-08,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180824083059.jpg,https://napaluchu.waw.pl/pet/011802399/
6526,1330/14 1970/10,Morus,dog,Mieszaniec,16 lat,samiec,13 kg,wydane adopcja,# weryfikacja,2018-09-19,2014-07-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180912090522.jpg,https://napaluchu.waw.pl/pet/011401864/
6529,1544/18,Atoś,dog,Mieszaniec,10 lat,samiec,13 kg,wydane adopcja,ul. Sołtyka,2018-09-17,2018-07-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180827095408.jpg,https://napaluchu.waw.pl/pet/011802238/
6531,1450/18,Holly,dog,Sznaucer,11 lat,samica,9 kg,wydane adopcja,al. Jerozolimskie,2018-09-16,2018-07-14,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180814143832.jpg,https://napaluchu.waw.pl/pet/011802051/
6532,1671/18,Benji,dog,Mieszaniec,7 lat,samiec,14 kg,wydane adopcja,Kobylańska,2018-09-16,2018-08-14,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180910112233.jpg,https://napaluchu.waw.pl/pet/011802465/
6537,2508/17,Sid,dog,Mieszaniec,14 lat,samiec,16 kg,wydane adopcja,Dudziarska,2018-09-16,2017-12-28,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180826102726.jpg,https://napaluchu.waw.pl/pet/011704064/
6538,2311/17,Zosia,dog,Amstaff,13 lat,samica,27 kg,wydane adopcja,Kamienna,2018-09-15,2017-12-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180612102546.jpg,https://napaluchu.waw.pl/pet/011703775/
6539,1411/18,Lori,dog,Mieszaniec,9 lat,samica,13 kg,wydane adopcja,# weryfikacja,2018-09-15,2018-07-08,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180807105603.JPG,https://napaluchu.waw.pl/pet/011801979/
6540,1661/18,,dog,Mieszaniec,6 lat,samica,7 kg,wydane adopcja,ul. Szczęśliwicka,2018-09-15,2018-08-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011802445_mini.jpg,https://napaluchu.waw.pl/pet/011802445/
6541,1723/18,,dog,Mieszaniec,8 lat,samiec,8 kg,wydane adopcja,z ul. Chełmońskiego,2018-09-15,2018-08-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/6847_mini.jpg,https://napaluchu.waw.pl/pet/011802574/
6542,1742/18,,dog,Mieszaniec,7 lat,samica,7 kg,wydane adopcja,# weryfikacja,2018-09-15,2018-08-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011802616_mini.jpg,https://napaluchu.waw.pl/pet/011802616/
6543,1754/18,Tosia,dog,Mieszaniec,17 lat,samica,7 kg,wydane adopcja,z ul. Jagiellońskiej,2018-09-15,2018-08-27,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180911191305.jpg,https://napaluchu.waw.pl/pet/011802632/
6544,1836/18,,dog,Mieszaniec,6 lat,samica,5 kg,wydane adopcja,z Al. Krakowska,2018-09-15,2018-09-07,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011802792_mini.jpg,https://napaluchu.waw.pl/pet/011802792/
6549,1885/18,,dog,Amstaff,6 lat,samiec,7 kg,wydane adopcja,,2018-09-15,2018-09-15,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180916165724.JPG,https://napaluchu.waw.pl/pet/011802897/
6551,3639/06/P,Marika,dog,Mieszaniec,21 lat,samica,17 kg,wydane adopcja,z ul. Borowieckiego,2018-09-15,2006-12-10,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180817155814.jpg,https://napaluchu.waw.pl/pet/000604370/
6552,3198/07/P,Cappy,dog,Mieszaniec,20 lat,samiec,32 kg,wydane adopcja,SM z Dudziarskiej,2018-09-15,2007-11-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180807102731.jpg,https://napaluchu.waw.pl/pet/000703216/
6553,1558/18,Tuwim,dog,Mieszaniec,7 lat,samiec,10 kg,wydane adopcja,# weryfikacja,2018-09-14,2018-07-28,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180826102926.JPG,https://napaluchu.waw.pl/pet/011802266/
6554,1586/18,Trufelek,dog,Mieszaniec,8 lat,samiec,8 kg,wydane adopcja,"Józefosław, ul. Geodetów",2018-09-14,2018-08-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180907073745.jpg,https://napaluchu.waw.pl/pet/011802314/
6555,1758/18,Franio,dog,Mieszaniec,19 lat,samiec,9 kg,wydane adopcja,Trzech Budrysów,2018-09-14,2018-08-28,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180913111503.JPG,https://napaluchu.waw.pl/pet/011802640/
6557,1525/18,Dorka,dog,Mieszaniec,8 lat,samica,21 kg,wydane adopcja,Marsa/Żołnierska,2018-09-13,2018-07-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180827101146.jpg,https://napaluchu.waw.pl/pet/011802197/
6558,1697/18,,dog,Mieszaniec,6 lat,samiec,31 kg,wydane adopcja,z ul. Marymonckiej,2018-09-13,2018-08-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/6831_mini.jpg,https://napaluchu.waw.pl/pet/011802501/
6559,1719/18,,dog,Mieszaniec,12 lat,samiec,23 kg,wydane adopcja,# weryfikacja,2018-09-13,2018-08-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/011802567.jpg,https://napaluchu.waw.pl/pet/011802567/
6561,1845/18,,dog,Mieszaniec,6 lat,samica,7 kg,wydane adopcja,z ul. Gwiaździsta,2018-09-13,2018-09-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011802810_mini.jpg,https://napaluchu.waw.pl/pet/011802810/
6566,1395/18,Mojo,dog,Mieszaniec,7 lat,samiec,13 kg,wydane adopcja,z ul. Okrętowa,2018-09-10,2018-07-07,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011801953_mini.jpg,https://napaluchu.waw.pl/pet/011801953/
6567,1512/18,Fuks,dog,Mieszaniec,9 lat,samiec,16 kg,wydane adopcja,ul. Słomiana,2018-09-10,2018-07-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180818125021.png,https://napaluchu.waw.pl/pet/011802177/
6568,1759/18,,dog,Mieszaniec,14 lat,samiec,11 kg,wydane adopcja,# weryfikacja,2018-09-10,2018-08-28,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/011802645.jpg,https://napaluchu.waw.pl/pet/011802645/
6571,1459/18,,dog,Mieszaniec,8 lat,samica,9 kg,wydane adopcja,Straż Miejska ul. Święciańska,2018-09-09,2018-07-14,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/011802062.jpg,https://napaluchu.waw.pl/pet/011802062/
6572,1577/18,Fiona,dog,Mieszaniec,13 lat,samica,28 kg,wydane adopcja,Okińskiego,2018-09-09,2018-07-31,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180831133448.jpg,https://napaluchu.waw.pl/pet/011802295/
6575,1595/17,Marcus,dog,Mieszaniec,18 lat,samiec,24 kg,wydane adopcja,ul. Myśliborska/Płużnicka,2018-09-08,2017-08-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180830185815.JPG,https://napaluchu.waw.pl/pet/011702485/
6576,2051/17,Wedel,dog,Mieszaniec,11 lat,samiec,8 kg,wydane adopcja,Kazury/ Pileckiego,2018-09-08,2017-10-27,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180828191153.JPG,https://napaluchu.waw.pl/pet/011703357/
6578,2351/17,Kropeczka,dog,Mieszaniec,14 lat,samica,18 kg,wydane adopcja,Chudoba,2018-09-08,2017-12-06,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180730091745.jpg,https://napaluchu.waw.pl/pet/011703842/
6579,1595/18,Fifi,dog,Mieszaniec,8 lat,samica,8 kg,wydane adopcja,"ul. Trakt Lubelski (lecznica), Wola Grzybowska znaleziony",2018-09-08,2018-08-04,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180831143407.jpg,https://napaluchu.waw.pl/pet/011802332/
6580,1705/18,Dorka,dog,Mieszaniec,6 lat,samica,6 kg,wydane adopcja,Krakowskie Przedmieścia,2018-09-08,2018-08-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/6833_mini.jpg,https://napaluchu.waw.pl/pet/011802527/
6583,1776/18,,dog,Mieszaniec,6 lat,samica,2 kg,wydane adopcja,"Gmina Góra Kalwaria, Podłęcze",2018-09-07,2018-08-30,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/6901_mini.jpg,https://napaluchu.waw.pl/pet/011802678/
6587,1834/18,,dog,Mieszaniec,6 lat,samica,5 kg,wydane adopcja,Wał Miedzieszyński,2018-09-07,2018-09-07,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/7000.jpg,https://napaluchu.waw.pl/pet/011802785/
6588,3214/08/p,Maks,dog,Mieszaniec,22 lat,samiec,23 kg,wydane adopcja,sM Z ULGŁEBOCKIEJ,2018-09-07,2008-12-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180627105012.jpg,https://napaluchu.waw.pl/pet/000803075/
6589,1570/18,Pegaz,dog,Mieszaniec,9 lat,samiec,14 kg,wydane adopcja,ul. Sokratesa,2018-09-05,2018-07-29,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180831133117.jpg,https://napaluchu.waw.pl/pet/011802283/
6593,1331/18,Rambo,dog,Mieszaniec,7 lat,samiec,17 kg,wydane adopcja,"Góra Kalwaria, Czersk, Ogrodowa",2018-09-04,2018-06-29,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180727113714.jpg,https://napaluchu.waw.pl/pet/011801853/
6597,2069/17,Twinti,dog,Mieszaniec,11 lat,samiec,9 kg,wydane adopcja,Trocinowa,2018-09-04,2017-10-30,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180831074857.jpg,https://napaluchu.waw.pl/pet/011703386/
6598,2440/17,Gibson,dog,Mieszaniec,10 lat,samiec,20 kg,wydane adopcja,Warszawska (Wesoła),2018-09-04,2017-12-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180708081302.JPG,https://napaluchu.waw.pl/pet/011703959/
6599,1495/18,Agreścik,dog,Mieszaniec,22 lat,samiec,9 kg,wydane adopcja,,2018-09-03,2018-07-21,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180816094757.JPG,https://napaluchu.waw.pl/pet/011802135/
6600,1755/18,Sonia,dog,Pekińczyk,14 lat,samica,8 kg,wydane adopcja,# weryfikacja,2018-09-03,2018-08-27,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/6877_mini.jpg,https://napaluchu.waw.pl/pet/011802634/
6605,1959/17,Oli,dog,Mieszaniec,8 lat,samiec,17 kg,wydane adopcja,al Krakowska,2018-09-02,2017-10-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180806142708.jpg,https://napaluchu.waw.pl/pet/011703182/
6606,2351/11,Bary,dog,Mieszaniec,18 lat,samiec,24 kg,wydane adopcja,ul. Trakt Brzeski,2018-09-02,2011-09-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/180606110034.JPG,https://napaluchu.waw.pl/pet/011102607/
6608,1741/18,,dog,Mieszaniec,6 lat,samica,8 kg,wydane adopcja,Baletowa,2018-09-02,2018-08-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/6868_mini.jpg,https://napaluchu.waw.pl/pet/011802610/
6609,1782/18,,dog,Mieszaniec,6 lat,samica,4 kg,wydane adopcja,,2018-09-02,2018-08-31,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011802690_mini.jpg,https://napaluchu.waw.pl/pet/011802690/
